mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc21_mean,mfcc22_mean,mfcc23_mean,mfcc24_mean,mfcc25_mean,mfcc26_mean,mfcc27_mean,mfcc28_mean,mfcc29_mean,mfcc30_mean,mfcc31_mean,mfcc32_mean,mfcc33_mean,mfcc34_mean,mfcc35_mean,mfcc36_mean,mfcc37_mean,mfcc38_mean,mfcc39_mean,mfcc40_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,zcr_mean,energy_mean,label
-284.3123894637641,65.62742622335539,1.5602794923428596,10.951123515607817,0.004309132574355947,1.1389802490562202,-11.647782280307693,-12.840384916922472,-15.54520984898471,-12.394407735662094,-4.052643168139812,-3.7852049322749077,-4.710469401909086,-9.468609655783931,-2.8333616722994663,-5.49660370266915,-11.100956303562537,-7.024200769796276,-4.89073721568201,-5.228726823989802,-13.858502482924461,-3.135416357157395,-4.837697093959194,-8.47061391061359,-5.99073434513677,-2.7973578577726346,-9.437445199376317,-1.2330431393563748,-8.028878893382144,-2.623424310208321,-7.241055868774097,-4.225382910802934,-5.176962382328515,-4.743879713614921,-7.123320542961845,-1.5311375241408776,-4.0265932703986715,-5.773193748309033,-7.034075900886224,-4.696824034211556,0.6004778461485231,0.6603903288303987,0.7507752518395362,0.7160483876190303,0.6636631376807837,0.6132120939969238,0.5619204938682623,0.5531234890407416,0.565221487042479,0.6178459496494428,0.7418827200153221,0.7515870715019923,0.1500788762019231,0.023213529061371564,calm
-275.484887049152,80.13626611738604,-11.319723256099424,12.832594375787034,2.5144606305036676,-2.378350852800514,-11.971248627459156,-17.013243999456094,-18.843899021236613,-10.677183611171658,-0.5607437216416523,-6.6794700773737326,-5.549442196709305,-12.351257024036837,-5.3108005802279035,-4.450644570955431,-10.57390227104413,-7.387415607810149,-4.801887966894928,-3.9720428997815675,-12.882822867453038,-5.557753957551257,-5.143100177155802,-8.030709526223145,-4.435524480553377,-3.17219987664934,-8.017852794513653,-1.1025573252175107,-5.731629524001815,-3.0790641480415957,-7.508488148167787,-5.608786918534163,-6.611117511441996,-4.957471910525052,-6.989555336822183,-1.9032822529327018,-3.178883745402377,-5.122519477937892,-6.913551307021871,-5.841059663200191,0.5004624600630276,0.603828950695445,0.6421156259378034,0.6138740930257863,0.5874167981355793,0.5844092133294212,0.5617049364031231,0.5847200314503679,0.5651029995821876,0.5426766849895653,0.5517147932134934,0.4844618538307988,0.13531400240384617,0.015209301705434532,calm
-342.6642607926155,67.24579143570986,-10.55922031431857,9.147776491257382,-0.3580672289064238,-8.478266950344524,-11.5601588923809,-12.55157580450548,-18.117778876485794,-7.465344466495473,-6.118119368610129,-12.38183787389837,-3.059476618299922,-9.688146154479055,-6.93598851376351,-1.4935889654940997,-13.068922260586406,-6.974133696257026,-6.335297552526107,-6.316171824920842,-9.947916289239704,-3.125320959845692,-6.361370478699012,-8.214584761446455,-5.716089099652107,-4.817522278842705,-8.331999038287654,-2.0095223733592444,-6.758664767620291,-3.216589438220947,-5.18204434727464,-4.7809935057453705,-4.553158148987228,-5.747633250581948,-6.185697562658699,-3.9423841762135647,-3.9789735887689996,-1.894209665781509,-3.2477134962842076,-1.7229247857960321,0.474398766269281,0.5105583590480358,0.4901622068010813,0.48352459836436634,0.5091227853924514,0.4919418653733054,0.41929578884617863,0.43672765922699214,0.4765951391781322,0.4670512960693744,0.45668265085999066,0.4629857368318736,0.08612905649038462,0.017046893546345362,happy
-354.5623228213152,66.55013020417992,-12.624546103260094,12.155934909502212,2.0124923681232514,-7.236737451125136,-12.91509189388274,-10.73903428941824,-20.87144452001129,-6.593509546235719,-4.816546937000782,-12.264951997848303,-0.9297884441943945,-9.333225845544053,-7.198661813198552,-0.7708013386388077,-13.365892387035533,-7.318164658181931,-3.6183206760357085,-5.770106167066835,-10.818271419623782,-3.5741450028778927,-7.617999526658611,-9.676928688094554,-3.7820250972342198,-4.233703985397734,-6.9841865711381,-3.3371688665735997,-6.865794034811271,-3.715073317510267,-4.050565276415775,-5.985052552479386,-3.806642516386269,-5.130493567786833,-5.206484211693734,-3.404937114685463,-2.7736666172678768,-3.678377978155254,-3.8805235094882793,-2.190543687543091,0.45873895155061933,0.4501692295417629,0.4572676065115385,0.4657780964803332,0.44535221501409455,0.43986201798719554,0.4466336617073341,0.466555934114075,0.4559323060026117,0.44183029779501587,0.4785848819196144,0.4828290267857806,0.07088341346153847,0.013915510459636564,happy
-334.55782851918894,67.59710987256622,-8.293170833004012,9.782318048098057,-3.138159433191242,-5.3462846216545845,-11.679181342873957,-13.442930948777587,-20.945440638600914,-8.501039790019028,-1.7081605759952305,-12.627985260043435,-2.025652239709737,-9.096376611047074,-4.876907100806448,-2.127284999230112,-11.817654250300935,-6.066813735045699,-4.714270033095132,-7.329299149321935,-9.285524380644185,-5.482339502375319,-5.849345725910504,-7.323849327368357,-5.63609888232426,-3.1292697548608897,-8.503776309887368,-0.8899253114639136,-5.349856963003921,-2.9408649141510703,-4.857744585325178,-4.55244563992282,-4.581296532376734,-5.957738203829092,-5.739785520710285,-3.523318423212354,-3.2644760655292147,-2.5626716688700917,-5.347106705146353,-3.5838256817985896,0.43223499868115217,0.4620695593423987,0.4969902075073834,0.4443301421595167,0.4171443929188916,0.43098443801219444,0.4342287650458254,0.47143044677211143,0.47481487875008754,0.46424900925985524,0.4940953606326523,0.46015453977126786,0.09241286057692308,0.018748867834104437,happy
-303.6819573983506,63.794361286735445,-5.842657975504895,16.203042037752045,-2.9992562429954854,-5.633895957059797,-9.15658868795803,-13.65820563788045,-22.322710995043902,-10.09357506353183,-4.722941889045923,-10.963630266606264,-1.9693196643041146,-10.148999593148226,-5.731404793168808,-3.119496059050746,-13.356051890919922,-7.0030666840114435,-5.5311654820908345,-6.963683513790684,-10.451985176281521,-5.184091382207314,-6.462196199051198,-8.263516735855392,-6.415753723412458,-2.35547666621031,-10.405263108070079,-1.702991227521033,-7.115585099317746,-2.6036711995964907,-5.67678068431065,-4.14401550677925,-5.14181080706851,-4.94846407627518,-5.959307496229853,-3.423592476420777,-3.7939818504187497,-3.9268691252689676,-6.355654721422604,-3.1268292983862667,0.63754500628125,0.6794161006658026,0.7071875700952489,0.6878534288990565,0.6036501981411281,0.6059376948603838,0.6036062663839391,0.6171523318160558,0.6452652914148409,0.6286133504223315,0.6631762936591886,0.6840114030730005,0.14593599759615383,0.022307074619880445,happy
-357.6174634801025,53.92854626509704,-12.567038393243406,1.9486959101383685,-6.620850075797076,-6.35304785408411,-18.917040561636288,-14.390424987783504,-17.262357309505912,-15.036518981181842,-4.934574257363317,-12.37639313535098,-5.939854921927241,-8.421839033164915,-12.049103916328367,-4.483587021376182,-12.21357637383504,-6.555433750787779,-6.3082133383241565,-8.676644203289325,-8.983890150178937,-5.9529843517831065,-7.161032389380174,-7.679298567555229,-6.221948636157563,-4.020723951423208,-4.470261764785038,1.3578487215409967,-0.4913281928875237,-0.20913727194641335,-3.9866762388327732,-2.96643761397023,-2.881505340221327,0.9788580358394533,0.8742799690235575,5.747144048147909,2.2244746442441428,0.46063322830511877,-1.8201494628651915,-1.0601131728551632,0.4927352779088926,0.5673474757266252,0.6034273389585489,0.5540119609050274,0.5515851790081537,0.5517594387726434,0.5752503349545441,0.5570364851355999,0.4881694328591564,0.48160399862073017,0.5651059348335731,0.5309285040299095,0.13401817908653846,0.00930430583773748,happy
-352.19150140862695,61.291976140062054,-18.53163434109813,2.07210205431457,-1.8333389967245763,-7.018808820732486,-17.922135586821415,-13.462860350243703,-21.883899743571828,-13.477898965221375,-0.4304237954098509,-13.571755389223986,-5.862042011824732,-6.284489444308289,-11.136108293572132,-2.770891225965825,-12.26643095870801,-10.301254626541496,-6.146675832483956,-8.575249901769428,-10.255779095519207,-7.6158843591340535,-6.735533420484019,-7.875242621601808,-4.859633947259855,-0.7915746652015183,-6.950627748420083,-0.737527352058811,-2.6356222927662563,-4.314007784221226,-2.412483396763835,1.0243730852963844,0.009055178559198178,0.7508458273375352,-1.192559134420468,4.465118182643561,4.5522148533231706,5.959727681843741,1.6773484091940474,-0.1643943386705145,0.5705203730828418,0.6478270796059193,0.5957515162762277,0.5987268136786497,0.654246131122795,0.6655188774403343,0.6530690291676531,0.7043638071731068,0.6976099558438558,0.602321706868168,0.5856502256855571,0.5330525825904354,0.1272648737980769,0.009170940703986703,happy
-260.1030488092695,58.009381215826245,-18.379123682312393,4.987930153859957,-4.845804013209366,-7.971775386616072,-18.47622387408824,-16.613411232703044,-28.255570936148306,-10.86989774184693,-4.439963625236563,-16.383795140476344,-3.9303922976033636,-9.145761245373393,-13.058203138420598,-1.4483550418002262,-16.078589868235746,-8.525791188573297,-6.34816438991735,-9.345395351098977,-12.161260902847527,-5.924771739329739,-8.837575453034585,-9.475363951121398,-7.698889006283141,-5.943161278816379,-9.539877184227464,-4.074461384721559,-8.148003348556548,-3.924541873188227,-1.5898596291370206,-1.435299603630747,1.4138340938556764,0.44072901704328066,0.020755027251681102,1.811746708014836,3.6834712780297765,2.784465901602538,1.2463744416691922,3.0484835913215345,0.5711691246900527,0.5865215014237606,0.5877016280322195,0.639524601603679,0.6621490600562283,0.6951285465385927,0.676880533217586,0.722693226772789,0.7291913847884657,0.6634354281145911,0.6132347237725958,0.5512596365251479,0.1441143329326923,0.02504467766976067,happy
-287.5419113368459,59.881620534003964,-16.81675813545136,4.022281429441361,-6.444426333455179,-9.270223353760523,-17.6504207001061,-17.351315628116517,-27.171454909156235,-13.902079370180225,-6.761651143567101,-13.49529908595905,-4.5617191630353355,-7.728395217538155,-14.062333942426905,-3.5680297718247456,-14.835605915185216,-10.81990296263752,-6.713177210982329,-7.211188880558775,-13.345203830833837,-6.42391095539307,-8.164149466783414,-10.822305262516274,-7.975581127960175,-4.402804356663061,-10.803463485808134,-4.34716203052293,-7.06683475328853,-5.376578770846544,-5.025872109823571,-3.656173167514153,-4.744611557437955,1.0439940672576977,-1.2819733749408313,4.234967123441428,1.5263255401715936,1.438885522071632,0.7953785128544906,2.8607091198613817,0.521018099852818,0.5366464026966129,0.5629520001360513,0.5546452601132487,0.5537466376227417,0.5607133978727042,0.5205466590552377,0.5591237292865967,0.5596281373001996,0.5242856792742749,0.4690449331838922,0.4825169234647111,0.12256610576923077,0.017171260314129532,happy
-334.2727981983719,73.2371851019826,-6.85402137732142,13.846390103351464,4.495293755278513,-7.827219590163817,-7.211920994271197,-15.042986300232768,-17.989007481305855,-9.496981368308663,-9.1701998496293,-5.820025543401076,-4.666472512227389,-11.629244809549766,-5.857711037622763,-4.900977277514372,-10.14765684607046,-8.920354611279489,-6.838065198064032,-3.8819822756886913,-11.417463136865099,-5.585544406829838,-5.737379960664333,-8.635294916293686,-4.791808943339729,-4.348585155296975,-7.732678470286176,-3.4112475014981,-4.768835894535672,-4.061893869933271,-4.543703152645568,-4.165167352798165,-4.532435518100227,-4.1123217951405575,-6.92765740070811,-4.6087196764558005,-3.8036782386073975,-3.8457439625524117,-5.509918631852681,-4.350476222431327,0.7059666398130321,0.7138808148034941,0.6881648382381349,0.669749834840514,0.5968278871386242,0.5315721603238796,0.5407569887611778,0.6047126197075446,0.6249423637886992,0.6427008477478189,0.6562225497170627,0.6348109637892847,0.11496018629807692,0.008132433164061181,sad
-356.7560361544626,72.07907426951165,-6.755356440065122,14.219638166969588,4.84396442847189,-5.68004585751072,-4.789308823141614,-13.854738275427115,-16.945454569175265,-11.164089874689962,-6.570765542337931,-6.777616579828176,-6.3508342622888865,-8.248439213002044,-4.863958574077556,-4.913697409500344,-8.156727692682452,-6.753087898821612,-5.363488169617164,-3.291816410872217,-10.953333581179232,-4.331877756267971,-4.274951284490719,-7.862705431532128,-4.171735871622743,-3.9354604718963695,-6.885566496992648,-3.4159498127581704,-5.974241351393717,-3.31093189361236,-3.7109919643005997,-4.219645450128337,-4.623318514386109,-3.696555429934235,-6.240209226164278,-1.792025601288602,-3.4310191615009016,-3.6984209690054355,-5.073713326984422,-4.1611416922493705,0.6367757415896755,0.6728246415174591,0.685420958658068,0.7146516949487879,0.6958703600688033,0.6097386668878388,0.5758979556487603,0.6049201489034685,0.6909949845891942,0.6766674684205292,0.6220060446274294,0.5802560176344922,0.11509540264423077,0.007810700848774246,sad
-370.28602398682585,66.26344877048672,-7.8899351110935925,12.435146129645455,3.823839525607762,-5.8416588296559695,-5.746506093519085,-12.466298086793026,-16.354799003931294,-7.969028161844239,-4.603868774333354,-4.93006791515426,-4.753902501903905,-7.071571989060932,-6.211444293974058,-3.2611095501772858,-8.152807829869682,-9.943737133789966,-3.422854709925344,-3.051562551579945,-9.5918690970605,-4.751663559477424,-5.569028791060822,-7.26099974953264,-3.947474597647649,-2.6947014319421205,-5.217458323481642,-1.655584109599977,-5.317231183661497,-1.1942457455148874,-4.30196271434381,-5.41902607406091,-3.27055450842274,-2.724615867259246,-4.684775136345728,-1.9508276571765912,-1.8787333667815698,-3.3010917840464145,-5.700171010300522,-3.9985429267218793,0.7558244854173982,0.7645012265594614,0.7756364424902404,0.7701854084022339,0.6471908876945509,0.6407756014025243,0.6759390677072579,0.7129498843616301,0.7553879729006322,0.7182581141782292,0.7197432032902671,0.7223576850672625,0.10178410456730769,0.010183490831679696,sad
-370.1592458489834,61.89105451925391,-4.1143730366689075,12.747913804425213,2.14671269324386,-4.639200734246175,-2.893672295633106,-12.582512749840745,-17.742048417682263,-8.357408100163985,-6.484378948678711,-6.461075099978476,-3.6521191449951464,-8.032369331333843,-6.249806780625011,-1.1518036922926695,-6.6966798336727,-7.786138574893245,-4.6795794810881475,-2.843792843505384,-9.893909818589238,-4.65929578035172,-4.508850765084101,-6.21700351660295,-4.284421804164055,-2.6406488200436273,-6.747274923872916,-4.332531623051583,-4.294529792284861,-1.5803550601086742,-3.429826999312354,-3.132803782197704,-3.505570357473805,-3.9199224468002103,-5.653815727653171,-2.807815086356658,-3.259929512637683,-2.637451217101277,-3.77196694865466,-3.4964485823328735,0.4176004101323413,0.42621435120490353,0.4289947431401691,0.4662617820906644,0.4181567382040995,0.38728613022065417,0.40179896079894073,0.45262334001160537,0.4368609573826623,0.432013238602687,0.45352103146041983,0.4453976201457587,0.0888934795673077,0.012039324843002179,sad
-323.76792372201123,71.92964018654656,-5.416829625025601,14.967520533582082,3.7958473495572003,-8.254676967387201,-6.950813517176605,-15.08468171988098,-17.317529936305768,-7.116695864249119,-8.098937871897546,-8.181986182343934,-4.939359626234271,-11.097873239752458,-6.343758526538599,-3.1194599129146643,-10.568691620249362,-8.048656287274355,-7.238287732447277,-4.12991529212777,-10.03258740422859,-5.0306707303937035,-6.436472544743339,-9.590535389101557,-5.6573169365136255,-4.212418678576747,-7.403800576929047,-2.096975692420042,-4.860674338104419,-2.7683368070091365,-5.886186680251909,-3.464532645236782,-6.030417253527534,-4.278576055949107,-6.885975725984648,-3.402939703364223,-4.214675024297502,-4.882619402708223,-4.883614724878648,-5.447178173564881,0.7218513226636253,0.6722515041708,0.6414772502857853,0.6569404612958528,0.6570042519956373,0.6060399358702504,0.6041046626440354,0.6480062384102275,0.6449938746878753,0.6972617762074214,0.730523304392372,0.720606008545187,0.14908353365384616,0.013377307138955512,sad
-369.4693830500978,58.591591178352544,-9.771786363448248,9.362297717323248,1.0439661382701264,-7.952764895654909,-14.178241306025757,-12.24717588630261,-21.9104212470011,-8.587943525158993,-5.810931655881,-11.684592950054737,-2.6749644663360588,-9.030604671003399,-9.140166117847224,-1.1656545262666966,-13.65888555936236,-6.616621593404963,-3.2068448473762943,-5.517248733416405,-10.084240151558955,-4.453861845238561,-10.64534983717273,-6.5724342871510295,-6.3824231236982785,-3.4444401584140953,-7.247033207505673,-4.18437479701394,-4.511218382750772,-2.877825844250495,-4.585730342847487,-4.582567149826113,-4.98410158212252,-3.115868430721557,-5.301561230386612,0.37798833575355756,-1.3392360396273666,-2.6828089647448774,-4.386461943391799,-2.586080807729837,0.3866683535549234,0.3882380550556327,0.3768165926621865,0.3673066677079656,0.3974593630985704,0.35048099255658194,0.3423174095502829,0.42112891013831627,0.39182994861854503,0.3456882796603603,0.37475822738034686,0.4145361782679039,0.07143930288461539,0.008182191103848086,sad
